RunNumber,Turbine,m,YawBrMyp,YawBrMzp
192,2,10,4080,3648
193,1,8,5030,4566
193,1,9,5383,4846
193,1,10,5702,5109
193,2,8,4268,4331
193,2,9,4484,4552
193,2,10,4679,4755
194,1,8,2396,2391
194,1,9,2526,2544
194,1,10,2646,2687
194,2,8,1859,1854
194,2,9,1964,1963
194,2,10,2060,2065
195,1,8,4508,4466
195,1,9,4810,4749
195,1,10,5076,5003
195,2,8,4862,4768
195,2,9,5215,5051
195,2,10,5534,5304
196,1,8,4106,3941
196,1,9,4422,4170
196,1,10,4708,4379
196,2,8,3441,3374
196,2,9,3696,3569
196,2,10,3927,3748
197,1,8,4711,5272
197,1,9,4986,5611
197,1,10,5238,5927
197,2,8,4027,4600
197,2,9,4273,4895
197,2,10,4499,5164
198,1,8,2129,2276
198,1,9,2250,2452
198,1,10,2363,2614
198,2,8,1796,1760
198,2,9,1937,1900
198,2,10,2068,2027
199,1,8,5371,5642
199,1,9,5709,6040
199,1,10,6011,6398
199,2,8,5311,5725
199,2,9,5628,6133
199,2,10,5912,6503
200,1,8,3817,3773
200,1,9,4017,3947
200,1,10,4199,4109
200,2,8,2869,2871
200,2,9,3015,3016
200,2,10,3149,3151
201,1,8,4210,3971
201,1,9,4534,4268
201,1,10,4822,4538
201,2,8,3984,4193
201,2,9,4266,4513
201,2,10,4523,4805
202,1,8,2521,2797
202,1,9,2651,2975
202,1,10,2776,3138
202,2,8,2060,2263
202,2,9,2160,2417
202,2,10,2254,2557
203,1,8,4929,5097
203,1,9,5258,5440
203,1,10,5560,5753
203,2,8,4752,4897
203,2,9,5039,5215
203,2,10,5300,5503
204,1,8,4503,3962
204,1,9,4872,4209
204,1,10,5203,4441
204,2,8,4286,3799
204,2,9,4640,4039
204,2,10,4958,4263
205,1,8,4742,4889
205,1,9,5054,5207
205,1,10,5341,5500
205,2,8,4304,4191
205,2,9,4628,4450
205,2,10,4926,4685
206,1,8,1730,1650
206,1,9,1838,1724
206,1,10,1941,1791
206,2,8,1557,1514
206,2,9,1640,1586
206,2,10,1721,1653
207,1,8,5508,5830
207,1,9,5816,6165
207,1,10,6098,6467
207,2,8,5482,5682
207,2,9,5803,6010
207,2,10,6091,6306
208,1,8,2894,3079
208,1,9,3075,3277
208,1,10,3241,3456
208,2,8,2388,2481
208,2,9,2546,2635
208,2,10,2690,2774
209,1,8,4662,6040
209,1,9,4927,6492
209,1,10,5164,6903
209,2,8,4449,5879
209,2,9,4699,6332
209,2,10,4929,6746
210,1,8,2901,3107
210,1,9,3092,3279
210,1,10,3270,3436
210,2,8,2309,2446
210,2,9,2458,2569
210,2,10,2596,2681
211,1,8,4224,4305
211,1,9,4459,4566
211,1,10,4670,4804
211,2,8,4247,4327
211,2,9,4483,4590
211,2,10,4695,4831
212,1,8,2471,2706
212,1,9,2599,2870
212,1,10,2722,3021
212,2,8,2077,2418
212,2,9,2185,2580
212,2,10,2285,2729
213,1,8,4186,3802
213,1,9,4456,3998
213,1,10,4706,4178
213,2,8,3563,3204
213,2,9,3817,3408
213,2,10,4054,3598
214,1,8,2736,2916
214,1,9,2899,3047
214,1,10,3051,3166
214,2,8,2460,2551
214,2,9,2602,2665
214,2,10,2733,2769
215,1,8,4635,4641
215,1,9,4909,4902
215,1,10,5157,5138
215,2,8,4788,4937
215,2,9,5077,5218
215,2,10,5338,5471
216,1,8,3208,3249
216,1,9,3399,3456
216,1,10,3573,3648
216,2,8,2677,2796
216,2,9,2841,2994
216,2,10,2990,3176
217,1,8,4619,4220
217,1,9,4927,4452
217,1,10,5203,4664
217,2,8,4424,4018
217,2,9,4681,4213
217,2,10,4913,4392
218,1,8,2346,2293
218,1,9,2491,2423
218,1,10,2631,2544
218,2,8,1968,1773
218,2,9,2089,1869
218,2,10,2206,1957
219,1,8,4863,4769
219,1,9,5230,5089
219,1,10,5562,5379
219,2,8,4643,4491
219,2,9,4965,4765
219,2,10,5255,5014
220,1,8,2780,2592
220,1,9,2964,2737
220,1,10,3132,2869
220,2,8,2150,2213
220,2,9,2272,2343
220,2,10,2383,2461
221,1,8,4141,4195
221,1,9,4394,4482
221,1,10,4620,4747
221,2,8,4154,3719
221,2,9,4447,3950
221,2,10,4716,4164
222,1,8,1678,1903
222,1,9,1745,2045
222,1,10,1806,2178
222,2,8,1320,1427
222,2,9,1377,1532
222,2,10,1430,1632
223,1,8,4982,5011
223,1,9,5268,5323
223,1,10,5527,5615
223,2,8,5179,5271
223,2,9,5474,5583
223,2,10,5738,5874
224,1,8,4071,3816
224,1,9,4309,4042
224,1,10,4533,4252
224,2,8,3216,3047
224,2,9,3411,3220
224,2,10,3591,3379
225,1,8,4275,4402
225,1,9,4494,4666
225,1,10,4692,4909
225,2,8,4375,4506
225,2,9,4634,4743
225,2,10,4875,4960
226,1,8,3001,3272
226,1,9,3153,3468
226,1,10,3296,3650
226,2,8,2815,2992
226,2,9,2960,3184
226,2,10,3097,3363
227,1,8,5096,4834
227,1,9,5466,5159
227,1,10,5802,5451
227,2,8,5048,4785
227,2,9,5421,5130
227,2,10,5759,5438
228,1,8,2871,2947
228,1,9,3059,3109
228,1,10,3232,3258
228,2,8,2396,2411
228,2,9,2561,2556
228,2,10,2711,2690
229,1,8,4952,4789
229,1,9,5267,5082
229,1,10,5554,5349
229,2,8,4044,4001
229,2,9,4289,4246
229,2,10,4516,4469
230,1,8,1601,1740
230,1,9,1704,1862
230,1,10,1802,1973
230,2,8,1278,1400
230,2,9,1359,1497
230,2,10,1437,1584
231,1,8,4642,4423
231,1,9,4945,4684
231,1,10,5221,4916
231,2,8,4744,4531
231,2,9,5060,4810
231,2,10,5349,5058
232,1,8,4800,5861
232,1,9,5062,6277
232,1,10,5311,6655
232,2,8,3922,4551
232,2,9,4122,4867
232,2,10,4308,5153
233,1,8,4346,5079
233,1,9,4595,5320
233,1,10,4823,5535
233,2,8,4374,5236
233,2,9,4610,5495
233,2,10,4828,5730
234,1,8,2539,2281
234,1,9,2710,2385
234,1,10,2867,2481
234,2,8,2044,1848
234,2,9,2179,1934
234,2,10,2306,2013
235,1,8,4508,4593
235,1,9,4808,4918
235,1,10,5081,5216
235,2,8,4431,4603
235,2,9,4693,4921
235,2,10,4929,5210
236,1,8,3057,2689
236,1,9,3257,2829
236,1,10,3440,2962
236,2,8,2451,2317
236,2,9,2610,2463
236,2,10,2755,2600
237,1,8,3637,3749
237,1,9,3871,3993
237,1,10,4085,4215
237,2,8,3253,3246
237,2,9,3463,3435
237,2,10,3656,3604
238,1,8,1527,1580
238,1,9,1607,1671
238,1,10,1681,1754
238,2,8,1575,1504
238,2,9,1665,1595
238,2,10,1749,1678
239,1,8,5411,6002
239,1,9,5741,6419
239,1,10,6039,6791
239,2,8,5405,6063
239,2,9,5751,6487
239,2,10,6064,6865
240,1,8,3057,2815
240,1,9,3289,2996
240,1,10,3499,3162
240,2,8,2468,2408
240,2,9,2644,2545
240,2,10,2803,2672
241,1,8,3859,4093
241,1,9,4100,4355
241,1,10,4318,4594
241,2,8,3917,4025
241,2,9,4165,4263
241,2,10,4393,4478
242,1,8,3043,3150
242,1,9,3211,3298
242,1,10,3366,3436
242,2,8,2503,2695
242,2,9,2644,2855
242,2,10,2775,3007
243,1,8,4266,4254
243,1,9,4553,4552
243,1,10,4810,4820
243,2,8,4804,4593
243,2,9,5153,4930
243,2,10,5466,5230
244,1,8,3750,3821
244,1,9,4025,4056
244,1,10,4286,4271
244,2,8,2951,3122
244,2,9,3171,3318
244,2,10,3380,3497
245,1,8,3576,3259
245,1,9,3805,3445
245,1,10,4013,3618
245,2,8,3026,2658
245,2,9,3220,2795
245,2,10,3396,2921
246,1,8,1941,1920
246,1,9,2053,2028
246,1,10,2160,2129
246,2,8,1661,1604
246,2,9,1756,1686
246,2,10,1848,1764
247,1,8,4974,5751
247,1,9,5274,6174
247,1,10,5542,6555
247,2,8,4860,5560
247,2,9,5151,5959
247,2,10,5410,6320
248,1,8,4740,4423
248,1,9,5051,4702
248,1,10,5342,4960
248,2,8,3874,3752
248,2,9,4109,3980
248,2,10,4327,4189
249,1,8,4994,4586
249,1,9,5324,4895
249,1,10,5622,5176
249,2,8,5039,4219
249,2,9,5386,4496
249,2,10,5697,4750
250,1,8,2176,2232
250,1,9,2315,2358
250,1,10,2442,2472
250,2,8,1676,1782
250,2,9,1767,1890
250,2,10,1851,1988
251,1,8,4883,4698
251,1,9,5171,4992
251,1,10,5435,5260
251,2,8,4763,4344
251,2,9,5040,4601
251,2,10,5290,4838
252,1,8,3463,3480
252,1,9,3660,3682
252,1,10,3843,3867
252,2,8,2748,2847
252,2,9,2904,3024
252,2,10,3049,3186
253,1,8,4800,4708
253,1,9,5128,4951
253,1,10,5426,5177
253,2,8,4404,4533
253,2,9,4657,4762
253,2,10,4888,4977
254,1,8,2311,2024
254,1,9,2461,2142
254,1,10,2600,2253
254,2,8,2124,1738
254,2,9,2266,1829
254,2,10,2401,1915
255,1,8,5403,5422
255,1,9,5685,5742
255,1,10,5937,6030
255,2,8,5382,5478
255,2,9,5663,5791
255,2,10,5913,6073
256,1,8,2512,2441
256,1,9,2653,2581
256,1,10,2789,2714
256,2,8,2250,2038
256,2,9,2382,2151
256,2,10,2508,2258
257,1,8,4908,4766
257,1,9,5225,5065
257,1,10,5510,5334
257,2,8,4805,4898
257,2,9,5099,5213
257,2,10,5362,5501
258,1,8,2078,2046
258,1,9,2200,2178
258,1,10,2312,2298
258,2,8,1790,1766
258,2,9,1894,1876
258,2,10,1990,1975
259,1,8,6103,5913
259,1,9,6533,6285
259,1,10,6924,6622
259,2,8,5581,5393
259,2,9,5969,5731
259,2,10,6323,6037
260,1,8,3515,3800
260,1,9,3711,3995
260,1,10,3892,4176
260,2,8,2887,3007
260,2,9,3049,3170
260,2,10,3198,3322
261,1,8,4012,4367
261,1,9,4266,4697
261,1,10,4502,4999
261,2,8,3408,3560
261,2,9,3599,3776
261,2,10,3775,3974
262,1,8,1991,2012
262,1,9,2117,2119
262,1,10,2238,2221
262,2,8,1860,1813
262,2,9,1992,1907
262,2,10,2118,1995
263,1,8,5295,4919
263,1,9,5689,5221
263,1,10,6047,5497
263,2,8,5071,4742
263,2,9,5442,5033
263,2,10,5781,5296
264,1,8,3695,3628
264,1,9,3941,3839
264,1,10,4166,4033
264,2,8,2938,2904
264,2,9,3128,3070
264,2,10,3302,3222
265,1,8,4616,4966
265,1,9,4895,5300
265,1,10,5145,5603
265,2,8,4620,4895
265,2,9,4917,5239
265,2,10,5189,5556
266,1,8,2389,2707
266,1,9,2509,2886
266,1,10,2620,3050
266,2,8,1913,2233
266,2,9,2003,2391
266,2,10,2086,2535
267,1,8,4638,4676
267,1,9,4968,4979
267,1,10,5264,5251
267,2,8,4849,4723
267,2,9,5216,5027
267,2,10,5545,5300
268,1,8,3027,2751
268,1,9,3195,2899
268,1,10,3351,3038
268,2,8,2431,2289
268,2,9,2564,2406
268,2,10,2685,2515
269,1,8,4939,4854
269,1,9,5232,5120
269,1,10,5499,5356
269,2,8,4390,4131
269,2,9,4654,4361
269,2,10,4893,4568
270,1,8,1152,1146
270,1,9,1205,1201
270,1,10,1255,1252
270,2,8,1030,976.1
270,2,9,1080,1023
270,2,10,1126,1066
271,1,8,5863,7682
271,1,9,6167,8250
271,1,10,6440,8755
271,2,8,5570,7269
271,2,9,5879,7814
271,2,10,6157,8299
272,1,8,3830,4140
272,1,9,4036,4384
272,1,10,4230,4611
272,2,8,3005,3317
272,2,9,3161,3530
272,2,10,3306,3730
273,1,8,4728,5015
273,1,9,5052,5336
273,1,10,5347,5633
273,2,8,4974,5011
273,2,9,5299,5272
273,2,10,5594,5512
274,1,8,3516,3550
274,1,9,3693,3768
274,1,10,3856,3974
274,2,8,3358,3284
274,2,9,3540,3491
274,2,10,3706,3685
275,1,8,4657,4837
275,1,9,4935,5114
275,1,10,5187,5361
275,2,8,4599,4628
275,2,9,4897,4912
275,2,10,5169,5170
276,1,8,3336,3826
276,1,9,3545,4025
276,1,10,3738,4206
276,2,8,2860,3063
276,2,9,3037,3222
276,2,10,3201,3369
277,1,8,3739,3656
277,1,9,3946,3830
277,1,10,4138,3988
277,2,8,3246,3266
277,2,9,3446,3469
277,2,10,3632,3659
278,1,8,2092,2152
278,1,9,2232,2307
278,1,10,2362,2452
278,2,8,1955,1993
278,2,9,2086,2129
278,2,10,2208,2256
279,1,8,4895,5257
279,1,9,5146,5545
279,1,10,5372,5808
279,2,8,4901,5253
279,2,9,5177,5557
279,2,10,5428,5835
280,1,8,4939,4605
280,1,9,5226,4840
280,1,10,5492,5060
280,2,8,3986,3909
280,2,9,4220,4123
280,2,10,4434,4322
281,1,8,6382,6834
281,1,9,6753,7253
281,1,10,7093,7635
281,2,8,5991,6082
281,2,9,6340,6462
281,2,10,6656,6808
282,1,8,2327,2595
282,1,9,2453,2748
282,1,10,2569,2892
282,2,8,1884,2094
282,2,9,1988,2224
282,2,10,2086,2346
283,1,8,4477,4227
283,1,9,4801,4487
283,1,10,5093,4722
283,2,8,4753,4376
283,2,9,5080,4631
283,2,10,5376,4863
284,1,8,2780,2783
284,1,9,2960,2972
284,1,10,3124,3147
284,2,8,2218,2163
284,2,9,2364,2307
284,2,10,2497,2439
285,1,8,4294,4752
285,1,9,4559,5068
285,1,10,4805,5361
285,2,8,3882,4094
285,2,9,4142,4363
285,2,10,4380,4613
286,1,8,1646,1589
286,1,9,1740,1676
286,1,10,1829,1756
286,2,8,1316,1250
286,2,9,1382,1322
286,2,10,1446,1388
287,1,8,6332,6256
287,1,9,6691,6593
287,1,10,7015,6899
287,2,8,6125,6146
287,2,9,6481,6493
287,2,10,6801,6808
288,1,8,3198,3397
288,1,9,3405,3578
288,1,10,3599,3748
288,2,8,2583,2774
288,2,9,2731,2917
288,2,10,2867,3049
289,1,8,4368,4136
289,1,9,4624,4362
289,1,10,4853,4570
289,2,8,4264,4381
289,2,9,4485,4618
289,2,10,4683,4838
290,1,8,3342,3111
290,1,9,3554,3260
290,1,10,3748,3400
290,2,8,3041,2962
290,2,9,3215,3096
290,2,10,3373,3219
291,1,8,4730,5499
291,1,9,4982,5839
291,1,10,5214,6152
291,2,8,4675,5155
291,2,9,4926,5455
291,2,10,5155,5730
292,1,8,3163,3594
292,1,9,3364,3807
292,1,10,3548,4002
292,2,8,2604,2979
292,2,9,2776,3162
292,2,10,2935,3327
293,1,8,3536,3382
293,1,9,3732,3565
293,1,10,3911,3734
293,2,8,3395,3145
293,2,9,3599,3318
293,2,10,3785,3477
294,1,8,1381,1507
294,1,9,1447,1581
294,1,10,1509,1650
294,2,8,1224,1192
294,2,9,1297,1247
294,2,10,1368,1298
295,1,8,4749,4971
295,1,9,4984,5220
295,1,10,5205,5453
295,2,8,4930,5035
295,2,9,5229,5293
295,2,10,5506,5536
296,1,8,3360,3256
296,1,9,3555,3450
296,1,10,3733,3635
296,2,8,2794,2761
296,2,9,2959,2915
296,2,10,3111,3061
297,1,8,3994,3742
297,1,9,4232,3969
297,1,10,4448,4178
297,2,8,3999,3675
297,2,9,4235,3916
297,2,10,4451,4141
298,1,8,2270,2468
298,1,9,2417,2603
298,1,10,2556,2725
298,2,8,1885,1865
298,2,9,2008,1964
298,2,10,2125,2053
299,1,8,4938,5674
299,1,9,5240,6053
299,1,10,5513,6396
299,2,8,4620,5523
299,2,9,4900,5912
299,2,10,5153,6265
300,1,8,3555,3735
300,1,9,3792,3948
300,1,10,4012,4143
300,2,8,2886,2869
300,2,9,3076,3015
300,2,10,3251,3149
301,1,8,4097,4129
301,1,9,4335,4370
301,1,10,4555,4595
301,2,8,3626,3681
301,2,9,3849,3907
301,2,10,4055,4120
302,1,8,1530,1579
302,1,9,1608,1662
302,1,10,1680,1741
302,2,8,1224,1250
302,2,9,1284,1319
302,2,10,1340,1384
303,1,8,5009,5029
303,1,9,5303,5358
303,1,10,5573,5656
303,2,8,4904,5170
303,2,9,5189,5515
303,2,10,5450,5827
304,1,8,4577,4367
304,1,9,4868,4602
304,1,10,5133,4822
304,2,8,3546,3525
304,2,9,3762,3701
304,2,10,3959,3866
305,1,8,5569,5597
305,1,9,5921,5882
305,1,10,6235,6137
305,2,8,5297,5194
305,2,9,5663,5471
305,2,10,5991,5720
306,1,8,3078,3157
306,1,9,3273,3300
306,1,10,3452,3430
306,2,8,2512,2555
306,2,9,2670,2669
306,2,10,2816,2773
307,1,8,3531,3592
307,1,9,3733,3810
307,1,10,3914,4006
307,2,8,3162,3248
307,2,9,3342,3459
307,2,10,3503,3653
308,1,8,3171,3645
308,1,9,3388,3868
308,1,10,3590,4080
308,2,8,2603,2875
308,2,9,2753,3060
308,2,10,2891,3234
309,1,8,5111,5401
309,1,9,5405,5727
309,1,10,5675,6031
309,2,8,4351,4522
309,2,9,4610,4772
309,2,10,4847,5004
310,1,8,2519,2766
310,1,9,2642,2911
310,1,10,2755,3049
310,2,8,2326,2507
310,2,9,2445,2635
310,2,10,2555,2755
311,1,8,5575,4965
311,1,9,5932,5249
311,1,10,6249,5510
311,2,8,5344,4807
311,2,9,5685,5082
311,2,10,5988,5335
312,1,8,3762,3748
312,1,9,3973,3965
312,1,10,4166,4166
312,2,8,3203,3067
312,2,9,3398,3226
312,2,10,3580,3372
313,1,8,4439,4700
313,1,9,4676,5010
313,1,10,4897,5292
313,2,8,4558,4691
313,2,9,4786,4977
313,2,10,4995,5240
314,1,8,2632,2166
314,1,9,2831,2265
314,1,10,3013,2355
314,2,8,2149,1832
314,2,9,2303,1926
314,2,10,2444,2012
315,1,8,4659,4448
315,1,9,4973,4763
315,1,10,5260,5051
315,2,8,4607,4514
315,2,9,4878,4814
315,2,10,5125,5091
316,1,8,3214,3725
316,1,9,3422,4013
316,1,10,3617,4276
316,2,8,2548,2743
316,2,9,2709,2925
316,2,10,2859,3094
317,1,8,4206,3624
317,1,9,4507,3852
317,1,10,4781,4063
317,2,8,3516,3055
317,2,9,3754,3247
317,2,10,3973,3427
318,1,8,2358,2151
318,1,9,2549,2268
318,1,10,2722,2378
318,2,8,2232,2014
318,2,9,2418,2142
318,2,10,2588,2262
319,1,8,5558,5769
319,1,9,5879,6120
319,1,10,6171,6440
319,2,8,5735,5669
319,2,9,6083,5996
319,2,10,6398,6292
320,1,8,3865,4012
320,1,9,4098,4233
320,1,10,4314,4437
320,2,8,3176,3308
320,2,9,3361,3499
320,2,10,3533,3672
321,1,8,4876,5214
321,1,9,5161,5551
321,1,10,5419,5859
321,2,8,4877,5077
321,2,9,5160,5368
321,2,10,5418,5636
322,1,8,2220,2375
322,1,9,2362,2540
322,1,10,2493,2691
322,2,8,1788,1859
322,2,9,1899,1995
322,2,10,2003,2118
323,1,8,5494,4723
323,1,9,5939,5003
323,1,10,6337,5252
323,2,8,5252,4693
323,2,9,5660,4983
323,2,10,6023,5242
324,1,8,2661,2786
324,1,9,2812,2951
324,1,10,2950,3105
324,2,8,2199,2300
324,2,9,2316,2451
324,2,10,2420,2590
325,1,8,4087,3898
325,1,9,4340,4127
325,1,10,4570,4336
325,2,8,3422,3424
325,2,9,3610,3626
325,2,10,3783,3810
326,1,8,2076,2346
326,1,9,2182,2462
326,1,10,2281,2568
326,2,8,1702,1836
326,2,9,1800,1925
326,2,10,1893,2005
327,1,8,5296,5499
327,1,9,5644,5806
327,1,10,5966,6080
327,2,8,4868,5503
327,2,9,5165,5866
327,2,10,5437,6198
328,1,8,3921,4570
328,1,9,4140,4860
328,1,10,4342,5125
328,2,8,3165,3254
328,2,9,3350,3434
328,2,10,3519,3599
329,1,8,4859,5315
329,1,9,5143,5639
329,1,10,5403,5940
329,2,8,5003,5173
329,2,9,5319,5486
329,2,10,5606,5771
330,1,8,2316,2441
330,1,9,2451,2605
330,1,10,2576,2754
330,2,8,1908,2019
330,2,9,2013,2164
330,2,10,2109,2296
331,1,8,4805,5155
331,1,9,5131,5492
331,1,10,5426,5796
331,2,8,4763,4934
331,2,9,5079,5255
331,2,10,5364,5549
332,1,8,3518,3623
332,1,9,3725,3839
332,1,10,3918,4040
332,2,8,2855,2887
332,2,9,3020,3053
332,2,10,3177,3209
333,1,8,3842,3719
333,1,9,4052,3952
333,1,10,4244,4167
333,2,8,3664,3351
333,2,9,3906,3547
333,2,10,4128,3730
334,1,8,1746,1728
334,1,9,1842,1811
334,1,10,1934,1887
334,2,8,1493,1468
334,2,9,1571,1537
334,2,10,1645,1599
335,1,8,5201,6522
335,1,9,5541,7020
335,1,10,5856,7467
335,2,8,5126,6654
335,2,9,5457,7163
335,2,10,5759,7620
336,1,8,3356,3405
336,1,9,3547,3602
336,1,10,3724,3785
336,2,8,2852,2769
336,2,9,3030,2923
336,2,10,3193,3065
337,1,8,5144,5063
337,1,9,5515,5389
337,1,10,5850,5683
337,2,8,4956,5087
337,2,9,5293,5426
337,2,10,5597,5730
338,1,8,2682,2895
338,1,9,2830,3077
338,1,10,2967,3248
338,2,8,2253,2410
338,2,9,2379,2558
338,2,10,2498,2699
339,1,8,4761,5889
339,1,9,5055,6336
339,1,10,5321,6735
339,2,8,4501,5420
339,2,9,4761,5791
339,2,10,4997,6124
340,1,8,4057,4013
340,1,9,4329,4239
340,1,10,4582,4453
340,2,8,3066,3073
340,2,9,3260,3247
340,2,10,3441,3412
341,1,8,4110,3769
341,1,9,4384,3973
341,1,10,4632,4161
341,2,8,3372,3291
341,2,9,3583,3489
341,2,10,3776,3673
342,1,8,1536,1464
342,1,9,1626,1549
342,1,10,1709,1629
342,2,8,1301,1231
342,2,9,1379,1299
342,2,10,1451,1363
343,1,8,5490,5439
343,1,9,5839,5760
343,1,10,6152,6053
343,2,8,5338,5124
343,2,9,5661,5418
343,2,10,5950,5685
344,1,8,4073,3831
344,1,9,4363,4071
344,1,10,4626,4290
344,2,8,3416,2972
344,2,9,3674,3158
344,2,10,3908,3328
345,1,8,5223,5034
345,1,9,5558,5327
345,1,10,5862,5598
345,2,8,4851,4757
345,2,9,5156,5011
345,2,10,5433,5243
346,1,8,2845,2916
346,1,9,3006,3073
346,1,10,3158,3220
346,2,8,2578,2685
346,2,9,2714,2834
346,2,10,2839,2972
347,1,8,4853,4900
347,1,9,5166,5224
347,1,10,5449,5518
347,2,8,4989,5014
347,2,9,5308,5353
347,2,10,5600,5660
348,1,8,2245,2694
348,1,9,2342,2840
348,1,10,2433,2974
348,2,8,1934,2175
348,2,9,2022,2295
348,2,10,2104,2406
349,1,8,4624,4059
349,1,9,4950,4298
349,1,10,5241,4515
349,2,8,3904,3593
349,2,9,4166,3832
349,2,10,4404,4052
350,1,8,1415,1402
350,1,9,1487,1486
350,1,10,1554,1563
350,2,8,1138,1081
350,2,9,1193,1138
350,2,10,1244,1190
351,1,8,5977,5435
351,1,9,6334,5730
351,1,10,6647,5998
351,2,8,5794,5402
351,2,9,6131,5710
351,2,10,6430,5991
352,1,8,3617,4229
352,1,9,3825,4502
352,1,10,4024,4754
352,2,8,2933,3337
352,2,9,3091,3568
352,2,10,3238,3780
353,1,8,5162,4983
353,1,9,5510,5257
353,1,10,5825,5504
353,2,8,4374,4235
353,2,9,4637,4471
353,2,10,4878,4685
354,1,8,2516,2270
354,1,9,2698,2416
354,1,10,2866,2554
354,2,8,2161,1913
354,2,9,2314,2026
354,2,10,2455,2131
355,1,8,5438,5617
355,1,9,5779,5973
355,1,10,6088,6293
355,2,8,5449,5205
355,2,9,5849,5542
355,2,10,6211,5848
356,1,8,3561,3409
356,1,9,3800,3614
356,1,10,4019,3802
356,2,8,2712,2674
356,2,9,2873,2834
356,2,10,3023,2983
357,1,8,5000,4505
357,1,9,5345,4760
357,1,10,5654,4994
357,2,8,3921,4072
357,2,9,4176,4305
357,2,10,4410,4521
358,1,8,1840,2182
358,1,9,1918,2319
358,1,10,1989,2449
358,2,8,1526,1714
358,2,9,1594,1820
358,2,10,1656,1920
359,1,8,5020,5016
359,1,9,5343,5314
359,1,10,5637,5586
359,2,8,4787,4733
359,2,9,5103,5011
359,2,10,5394,5266
360,1,8,4436,4065
360,1,9,4721,4278
360,1,10,4982,4475
360,2,8,3638,3335
360,2,9,3854,3521
360,2,10,4057,3695
361,1,8,5577,5484
361,1,9,5931,5842
361,1,10,6258,6170
361,2,8,5851,5096
361,2,9,6305,5408
361,2,10,6723,5697
362,1,8,2392,2678
362,1,9,2527,2812
362,1,10,2655,2933
362,2,8,1980,2208
362,2,9,2088,2327
362,2,10,2189,2435
363,1,8,6084,5708
363,1,9,6527,6083
363,1,10,6920,6422
363,2,8,5356,5524
363,2,9,5686,5879
363,2,10,5982,6204
364,1,8,2944,2848
364,1,9,3159,3006
364,1,10,3360,3151
364,2,8,2394,2375
364,2,9,2556,2510
364,2,10,2707,2635
365,1,8,4531,5486
365,1,9,4774,5868
365,1,10,4996,6211
365,2,8,4250,4888
365,2,9,4489,5223
365,2,10,4711,5524
366,1,8,1814,1809
366,1,9,1911,1897
366,1,10,2002,1977
366,2,8,1692,1758
366,2,9,1788,1850
366,2,10,1878,1934
367,1,8,5777,6969
367,1,9,6120,7434
367,1,10,6430,7848
367,2,8,5595,6878
367,2,9,5927,7361
367,2,10,6225,7793
368,1,8,3151,3300
368,1,9,3337,3480
368,1,10,3511,3647
368,2,8,2574,2867
368,2,9,2706,3034
368,2,10,2826,3189
369,1,8,5071,4931
369,1,9,5410,5236
369,1,10,5719,5517
369,2,8,4745,5017
369,2,9,4997,5284
369,2,10,5228,5527
370,1,8,2761,2901
370,1,9,2919,3037
370,1,10,3068,3163
370,2,8,2434,2341
370,2,9,2581,2448
370,2,10,2716,2545
371,1,8,4883,5648
371,1,9,5207,6094
371,1,10,5500,6506
371,2,8,4824,5669
371,2,9,5146,6148
371,2,10,5436,6584
372,1,8,3570,3561
372,1,9,3836,3758
372,1,10,4083,3940
372,2,8,2908,2886
372,2,9,3134,3038
372,2,10,3343,3176
373,1,8,4792,4918
373,1,9,5126,5249
373,1,10,5432,5546
373,2,8,4191,4078
373,2,9,4482,4355
373,2,10,4746,4608
374,1,8,2435,2777
374,1,9,2554,2953
374,1,10,2665,3121
374,2,8,2134,2612
374,2,9,2234,2785
374,2,10,2327,2950
375,1,8,5991,5779
375,1,9,6347,6115
375,1,10,6665,6422
375,2,8,5632,5537
375,2,9,5976,5867
375,2,10,6289,6167
376,1,8,4380,3953
376,1,9,4655,4206
376,1,10,4906,4442
376,2,8,3328,3136
376,2,9,3526,3327
376,2,10,3708,3503
377,1,8,4918,4871
377,1,9,5184,5111
377,1,10,5425,5331
377,2,8,4732,4943
377,2,9,4976,5231
377,2,10,5197,5505
378,1,8,2459,2030
378,1,9,2643,2130
378,1,10,2814,2223
378,2,8,2012,1654
378,2,9,2166,1743
378,2,10,2309,1827
379,1,8,4582,4352
379,1,9,4869,4604
379,1,10,5126,4831
379,2,8,4916,4370
379,2,9,5230,4623
379,2,10,5513,4853
380,1,8,2135,2072
380,1,9,2248,2192
380,1,10,2354,2301
380,2,8,1926,1863
380,2,9,2034,1972
380,2,10,2135,2071
381,1,8,4522,4402
381,1,9,4778,4609
381,1,10,5014,4800
381,2,8,4213,4183
381,2,9,4434,4382
381,2,10,4638,4569
382,1,8,1516,1555
382,1,9,1604,1660
382,1,10,1689,1757
382,2,8,1196,1219
382,2,9,1261,1302
382,2,10,1324,1379
383,1,8,5483,5947
383,1,9,5779,6342
383,1,10,6044,6698
383,2,8,5245,5819
383,2,9,5529,6211
383,2,10,5783,6564
384,1,8,3966,3939
384,1,9,4209,4185
384,1,10,4430,4413
384,2,8,3116,3173
384,2,9,3285,3366
384,2,10,3442,3541
385,1,8,4113,5007
385,1,9,4355,5390
385,1,10,4580,5746
385,2,8,4341,5285
385,2,9,4570,5694
385,2,10,4779,6074
386,1,8,2985,2996
386,1,9,3190,3158
386,1,10,3380,3308
386,2,8,2317,2368
386,2,9,2458,2482
