RunNumber,Turbine,m,TwrBsMxt,TwrBsMyt,TwHt1MLxt,TwHt1MLyt,TwHt2MLxt,TwHt2MLyt,TwHt3MLxt,TwHt3MLyt,TwHt4MLxt,TwHt4MLyt,TwHt5MLxt,TwHt5MLyt,TwHt6MLxt,TwHt6MLyt
1269,2,3,2924,10320,2635,9203,2081,7252,1524,5287,1136,3904,745.2,2828,543.3,2580
1269,2,4,3433,13110,3111,11870,2488,9635,1844,7132,1372,5091,929.8,3430,721.2,2909
1270,1,3,1656,7833,1515,7141,1238,5779,907.2,4163,611.5,2783,346,1614,221.1,1292
1270,1,4,1915,9292,1754,8495,1438,6920,1061,4993,724.5,3329,445.2,1909,331.1,1433
1270,2,3,2250,9107,2074,8345,1710,6821,1256,4981,827.8,3292,424.5,1767,191.8,1187
1270,2,4,2590,10710,2389,9825,1973,8074,1452,5905,961.1,3891,508,2057,277.4,1311
1271,1,3,4538,13290,4112,11980,3283,9523,2401,6932,1680,4922,934,3206,481.5,2583
1271,1,4,5290,17650,4810,15980,3864,12820,2833,9409,1963,6618,1075,4126,558.9,2973
1271,2,3,6412,13450,5863,12110,4759,9685,3491,7081,2368,5107,1247,3306,563.4,2624
1271,2,4,7567,17180,6928,15560,5638,12600,4144,9278,2799,6626,1468,4122,674,3000
1272,1,3,2088,9837,1901,8879,1540,7122,1129,5127,784.5,3537,470.5,2244,324.2,1940
1272,1,4,2437,12040,2222,10930,1811,8882,1340,6452,941.8,4398,600.8,2691,449,2167
1272,2,3,3240,10650,2978,9710,2448,7888,1796,5702,1190,3818,613.1,2191,286.7,1679
1272,2,4,3798,12740,3494,11650,2881,9536,2116,6927,1404,4599,734.5,2570,391.3,1867
1273,1,3,4013,11380,3601,10100,2836,7719,2071,5549,1531,4286,962.8,3239,629,2943
1273,1,4,4665,13900,4209,12510,3360,9834,2468,7166,1796,5337,1122,3816,739.4,3326
1273,2,3,3152,9829,2850,8751,2252,6731,1648,4797,1201,3567,754.5,2772,535.6,2735
1273,2,4,3620,12120,3284,10950,2613,8690,1926,6295,1408,4520,905.5,3280,663.4,3077
1274,1,3,2354,19820,2153,18230,1769,15050,1298,11020,863.1,7213,444.1,3630,217.8,1712
1274,1,4,2740,23500,2509,21650,2064,17900,1519,13140,1012,8584,535.8,4294,304.1,1919
1274,2,3,2683,18130,2466,16680,2037,13750,1495,10010,982.3,6561,491.2,3311,193.2,1540
1274,2,4,3108,21450,2857,19750,2364,16320,1737,11890,1142,7779,576.1,3900,258.7,1726
1275,1,3,10400,16140,9394,14570,7484,11520,5490,8378,3861,6151,2133,4241,1001,3567
1275,1,4,12180,20480,11040,18560,8868,14810,6508,10880,4517,7899,2454,5251,1110,4151
1275,2,3,9778,15730,8849,14240,7010,11260,5121,8228,3616,5999,2005,4096,943.7,3417
1275,2,4,11320,20060,10260,18230,8175,14560,5979,10720,4191,7728,2299,5086,1052,3979
1276,1,3,2245,9641,2026,8638,1607,6712,1181,4785,863.9,3444,550.6,2425,382.2,2346
1276,1,4,2656,12110,2409,10960,1938,8702,1449,6317,1072,4491,719,2974,524.4,2639
1276,2,3,2534,10380,2314,9394,1870,7525,1366,5414,940.6,3669,525.5,2245,311.2,1982
1276,2,4,2960,12620,2707,11480,2200,9319,1614,6749,1118,4533,646.3,2681,422.6,2225
1277,1,3,5276,15340,4766,13890,3810,11180,2778,8121,1959,5807,1099,3689,574.9,2806
1277,1,4,6249,19800,5663,18000,4567,14600,3337,10640,2323,7548,1283,4637,669.8,3233
1277,2,3,5969,15660,5420,14210,4334,11450,3169,8401,2226,5946,1244,3793,649.3,2889
1277,2,4,6801,19920,6182,18160,4955,14790,3629,10910,2546,7671,1435,4738,783.1,3324
1278,1,3,3028,9804,2784,8944,2292,7230,1684,5262,1120,3558,593.8,2046,303.9,1602
1278,1,4,3508,11820,3230,10820,2665,8827,1964,6459,1311,4350,714.9,2419,425.8,1767
1278,2,3,3473,9971,3199,9114,2644,7402,1937,5398,1272,3601,645.8,2007,274.9,1411
1278,2,4,4012,11800,3696,10820,3059,8844,2243,6460,1474,4294,760.7,2346,378.7,1550
1279,1,3,7155,15950,6470,14460,5150,11530,3771,8357,2626,5889,1420,3854,654.3,3141
1279,1,4,8432,21560,7647,19640,6118,15770,4485,11500,3095,7988,1647,4990,737.1,3683
1279,2,3,5345,15410,4825,13960,3804,11140,2781,8017,1983,5712,1116,3688,576.7,2945
1279,2,4,6231,20760,5647,18860,4486,15180,3295,10970,2321,7705,1275,4772,646.9,3476
1280,1,3,2183,9429,1994,8601,1618,6936,1189,5028,827.2,3422,490,2074,329.5,1698
1280,1,4,2534,12010,2321,11020,1898,9024,1419,6584,1014,4441,658.6,2588,500.6,1933
1280,2,3,2466,9431,2265,8599,1859,6998,1366,5067,913.4,3406,494.4,1920,276.6,1431
1280,2,4,2876,11500,2644,10530,2178,8660,1607,6305,1087,4217,626.4,2329,413.2,1635
1281,1,3,3734,13150,3343,11640,2605,8918,1905,6325,1433,4751,929.8,3519,647.2,3358
1281,1,4,4323,16010,3890,14360,3067,11330,2268,8197,1696,6009,1111,4155,808.9,3746
1281,2,3,4789,12500,4367,11240,3528,8767,2585,6267,1786,4502,1012,3161,592.6,2984
1281,2,4,5553,15860,5073,14430,4115,11620,3023,8502,2090,5993,1229,3857,801,3334
1282,1,3,1607,7573,1473,6895,1206,5584,880.8,4031,586.3,2699,306.3,1556,154.6,1177
1282,1,4,1879,8916,1724,8131,1418,6611,1037,4784,690.8,3205,368.7,1843,207.9,1311
1282,2,3,2261,8036,2081,7370,1715,5979,1258,4367,825.6,2918,409.5,1612,145.8,1065
1282,2,4,2577,9438,2372,8666,1958,7054,1437,5168,943,3453,469.9,1897,183.3,1178
1283,1,3,7231,15400,6517,13940,5154,11160,3778,8174,2695,5902,1503,3893,735.7,3148
1283,1,4,8627,19270,7796,17540,6210,14240,4562,10500,3214,7490,1752,4767,824.5,3624
1283,2,3,6578,14540,5959,13200,4728,10570,3445,7720,2448,5576,1367,3713,671.3,2946
1283,2,4,7857,18290,7143,16680,5705,13510,4165,9935,2926,7105,1605,4597,756.9,3402
1284,1,3,2978,7355,2720,6599,2205,5198,1626,3748,1103,2754,610.3,2038,359.3,1963
1284,1,4,3542,9672,3244,8787,2638,7100,1953,5227,1321,3732,752.2,2488,498.9,2183
1284,2,3,2629,7923,2416,7178,1976,5756,1454,4195,977,2960,524.8,1897,286.4,1652
1284,2,4,3226,9797,2969,8957,2439,7301,1798,5383,1207,3798,659,2320,405.7,1850
1285,1,3,4711,12450,4266,11250,3411,8875,2502,6462,1744,4652,981.2,3187,527.2,2851
1285,1,4,5454,15840,4950,14400,3980,11500,2924,8415,2025,5958,1142,3843,642.1,3271
1285,2,3,4310,10470,3923,9369,3146,7310,2298,5345,1607,4088,911.7,2990,531.3,2734
1285,2,4,5145,13290,4697,12060,3792,9684,2779,7160,1932,5309,1104,3591,679.5,3077
1286,1,3,2140,7833,1967,7144,1626,5790,1190,4168,784.5,2754,406.4,1529,208.5,1262
1286,1,4,2547,9394,2344,8600,1943,7047,1425,5112,941,3378,497.2,1827,298.3,1406
1286,2,3,2217,8725,2040,7979,1684,6506,1233,4713,809.2,3096,403.6,1636,172.9,1118
1286,2,4,2581,10390,2376,9522,1964,7799,1438,5669,943.8,3718,475.6,1942,238.1,1239
1287,1,3,5424,14260,4931,12940,3955,10330,2894,7538,2015,5295,1108,3316,560,2666
1287,1,4,6324,18390,5766,16780,4655,13510,3409,9910,2354,6872,1281,4127,641.8,3036
1287,2,3,7246,14120,6629,12770,5410,10130,3965,7404,2674,5260,1387,3320,573.2,2632
1287,2,4,8734,18130,7994,16460,6543,13150,4796,9679,3220,6842,1653,4176,669.7,3028
1288,1,3,2808,13460,2561,12260,2071,9835,1524,7194,1076,4850,687.8,2843,530.6,2363
1288,1,4,3289,17320,3006,15890,2449,12920,1819,9559,1314,6424,941,3606,812.8,2695
1288,2,3,3355,12610,3081,11520,2531,9330,1862,6776,1252,4511,687.8,2542,407.5,1937
1288,2,4,3897,15600,3583,14310,2952,11700,2180,8544,1478,5651,865,3097,609.6,2199
1289,1,3,3136,10370,2808,9331,2192,7407,1607,5440,1215,4055,788.4,2866,540.3,2514
1289,1,4,3596,13170,3240,11990,2564,9749,1897,7242,1420,5262,941.3,3457,685.8,2827
1289,2,3,2796,9437,2517,8515,2001,6650,1467,4898,1076,3594,695.8,2634,491.7,2497
1289,2,4,3247,12340,2940,11330,2370,9150,1755,6882,1295,4924,884.9,3282,672.1,2809
1290,1,3,1798,8848,1651,8128,1365,6666,1003,4876,657.9,3193,324.9,1666,117.3,975.8
1290,1,4,2059,10600,1892,9743,1565,8017,1150,5861,753.8,3811,372.7,1948,145.2,1054
1290,2,3,1506,8745,1386,8026,1146,6597,840.5,4832,550.2,3170,270.5,1643,96.56,879.3
1290,2,4,1750,10370,1612,9522,1335,7835,979.1,5739,640.4,3748,314.7,1916,118.1,950.6
1291,1,3,9306,15960,8401,14420,6652,11520,4823,8382,3418,6125,1907,4210,941.2,3578
1291,1,4,10880,19310,9847,17540,7837,14190,5687,10400,3988,7558,2187,5095,1026,4069
1291,2,3,9304,15940,8411,14460,6673,11600,4839,8463,3424,6072,1884,4074,891,3450
1291,2,4,10820,19620,9801,17900,7810,14520,5659,10660,3979,7575,2160,4927,981.9,3934
1292,1,3,2960,10580,2676,9499,2135,7437,1567,5359,1137,3870,730.3,2740,551.3,2570
1292,1,4,3407,13710,3089,12490,2487,10020,1850,7320,1369,5136,941.7,3318,768.4,2846
1292,2,3,2532,9809,2300,8904,1855,7017,1358,5081,953.5,3496,573.6,2291,384.9,2138
1292,2,4,2912,12320,2652,11260,2155,9021,1594,6608,1133,4472,730.8,2749,546.4,2380
1293,1,3,8068,17230,7329,15550,5940,12280,4336,8920,2991,6331,1602,4133,712.8,3424
1293,1,4,9345,21920,8498,19860,6904,15870,5049,11590,3477,8133,1859,5086,845.2,3953
1293,2,3,5249,15460,4763,13960,3814,11100,2782,8084,1964,5724,1113,3769,622.9,3174
1293,2,4,6164,19670,5610,17890,4517,14370,3305,10530,2318,7310,1306,4597,745.6,3639
1294,1,3,2572,10590,2361,9660,1926,7826,1411,5682,957.8,3784,531.5,2128,326.6,1680
1294,1,4,2978,12760,2738,11680,2245,9536,1656,6977,1137,4636,666.8,2571,472.1,1904
1294,2,3,2056,10820,1877,9881,1536,8034,1125,5864,758.3,3897,420.7,2117,269.5,1454
1294,2,4,2449,12920,2241,11840,1847,9704,1361,7125,924.5,4733,539.6,2544,394.6,1635
1295,1,3,5206,14800,4676,13330,3655,10510,2655,7631,1930,5499,1123,3721,608.2,3177
1295,1,4,6043,19110,5450,17320,4298,13820,3128,10100,2242,7123,1278,4557,696.2,3624
1295,2,3,6630,14760,6012,13370,4821,10700,3514,7800,2441,5540,1314,3623,584.2,2987
1295,2,4,7914,19060,7188,17380,5791,14110,4226,10360,2912,7251,1545,4498,678.2,3415
1296,1,3,2664,9292,2436,8392,1973,6739,1435,4837,971.9,3249,530.4,2010,313.6,1864
1296,1,4,3050,11380,2793,10350,2269,8425,1653,6117,1118,4095,627.9,2426,432.1,2092
1296,2,3,2359,10050,2159,9151,1759,7367,1283,5297,860.2,3536,458.8,2022,258.1,1656
1296,2,4,2752,11840,2521,10810,2060,8760,1507,6326,1011,4213,553.4,2369,355.5,1861
1297,1,3,3227,11130,2869,9858,2216,7466,1632,5295,1272,4017,832.4,3065,569.6,2981
1297,1,4,3848,13400,3444,12040,2690,9446,2006,6866,1548,5045,1008,3558,700.8,3311
1297,2,3,2995,10880,2702,9758,2177,7603,1592,5477,1127,3883,679.1,2752,451.4,2661
1297,2,4,3490,13610,3160,12290,2573,9840,1900,7286,1361,5115,857.3,3367,601.6,2969
1298,1,3,1955,9464,1793,8662,1482,7050,1088,5145,723.8,3393,383.1,1845,201.3,1265
1298,1,4,2368,11270,2175,10330,1804,8448,1330,6168,890.4,4055,495.8,2178,306.4,1400
1298,2,3,1808,8790,1665,8046,1370,6571,1005,4801,663.7,3160,341.3,1684,164.2,1085
1298,2,4,2149,10490,1980,9616,1635,7881,1201,5763,794.6,3778,424.1,1987,243.3,1189
1299,1,3,10010,16400,9091,14710,7307,11580,5336,8323,3684,5981,1978,3992,889.5,3436
1299,1,4,11700,21090,10660,18950,8606,15050,6289,10890,4305,7692,2281,4909,1003,3985
1299,2,3,8892,15740,8079,14200,6488,11220,4730,8091,3271,5747,1766,3820,800,3229
1299,2,4,10390,20210,9456,18310,7642,14610,5573,10600,3817,7435,2030,4751,902.8,3754
1300,1,3,2832,10460,2544,9291,2019,7251,1476,5167,1097,3738,733,2710,554,2557
1300,1,4,3338,13860,3018,12450,2427,9966,1795,7197,1345,4988,947.1,3286,768.6,2884
1300,2,3,2965,9690,2708,8670,2174,6824,1597,4922,1127,3487,682.4,2393,465.9,2233
1300,2,4,3442,12540,3149,11330,2547,9132,1890,6704,1359,4603,887.9,2891,675.7,2513
1301,1,3,6528,11970,5947,10770,4850,8518,3534,6265,2403,4531,1273,3070,585.5,2628
1301,1,4,7631,15360,6962,13970,5693,11220,4149,8356,2811,5934,1483,3781,692,2962
1301,2,3,5374,11050,4897,9935,3986,7796,2916,5672,1990,4087,1083,2822,566.9,2523
1301,2,4,6440,14340,5876,13010,4801,10420,3516,7666,2389,5357,1299,3434,709.6,2817
1302,1,3,2090,8230,1921,7503,1574,6072,1152,4409,762,2912,393.3,1643,197.8,1287
1302,1,4,2426,9668,2231,8840,1833,7203,1342,5259,888.7,3473,467.8,1941,274.6,1426
1302,2,3,1872,9751,1721,8947,1415,7315,1035,5334,681.1,3520,346.9,1865,163.4,1195
1302,2,4,2163,11350,1991,10430,1640,8560,1201,6257,790.9,4126,410.3,2174,223.3,1330
1303,1,3,5311,16510,4806,14970,3820,11900,2795,8657,1984,6100,1129,3858,613,2898
1303,1,4,6236,21680,5666,19750,4534,15850,3324,11550,2335,8076,1321,4932,740.6,3360
1303,2,3,6239,15140,5674,13650,4592,10860,3363,7968,2328,5711,1266,3666,642,2860
1303,2,4,7299,19460,6651,17660,5400,14230,3960,10510,2728,7443,1479,4589,775,3298
1304,1,3,1730,7811,1584,7088,1280,5654,937.9,4068,643.2,2732,371.5,1711,255.9,1530
1304,1,4,2074,9577,1903,8719,1545,7012,1140,5063,786.3,3350,476.9,2010,368.7,1710
1304,2,3,2023,9362,1854,8526,1520,6902,1113,5014,748.9,3313,407,1849,232.3,1355
1304,2,4,2345,11260,2154,10280,1774,8366,1307,6091,887.8,3985,506.9,2168,335,1502
1305,1,3,4225,10650,3812,9544,3047,7460,2236,5366,1588,3892,927.1,2821,550.5,2680
1305,1,4,4987,13590,4518,12300,3642,9855,2684,7183,1894,5050,1121,3387,703.8,3028
1305,2,3,3287,10230,2983,9200,2376,7190,1757,5263,1273,3910,790.8,2744,544.7,2502
1305,2,4,3834,13390,3494,12190,2806,9808,2097,7317,1536,5360,1007,3478,760.1,2855
1306,1,3,1790,9535,1645,8735,1353,7147,991.4,5201,650.1,3431,328,1807,142,1104
1306,1,4,2111,11270,1943,10340,1601,8498,1176,6193,770.4,4078,390.1,2123,183.7,1222
1306,2,3,1754,10520,1609,9642,1320,7942,964.7,5809,634.8,3818,319,1990,135.5,1105
1306,2,4,2037,12510,1870,11490,1536,9507,1124,6967,738.1,4554,373,2338,172.2,1224
1307,1,3,13020,18110,11830,16380,9437,13070,6914,9541,4837,6818,2607,4486,1101,3740
1307,1,4,14990,22120,13650,20030,10930,16120,8013,11800,5570,8293,2967,5307,1210,4292
1307,2,3,12240,17020,11100,15440,8846,12300,6471,8942,4532,6402,2450,4236,1035,3559
1307,2,4,14080,20760,12790,18930,10230,15200,7490,11070,5215,7805,2785,5016,1136,4085
1308,1,3,2093,9775,1896,8853,1525,7036,1110,5103,790.6,3541,492.1,2240,346.4,1977
1308,1,4,2461,12320,2238,11230,1819,9039,1338,6630,973.9,4580,655.8,2794,500.5,2264
1308,2,3,2733,10340,2499,9404,2037,7606,1498,5524,1007,3705,543.9,2136,290.9,1697
1308,2,4,3126,12430,2862,11350,2341,9254,1729,6775,1171,4544,665.7,2574,419.4,1923
1309,1,3,3333,10780,3002,9686,2385,7531,1741,5426,1254,3936,747.3,2762,468.3,2474
1309,1,4,3955,13760,3575,12470,2873,9873,2110,7198,1510,5140,907.5,3405,605,2846
1309,2,3,3274,10520,2972,9454,2390,7500,1759,5472,1254,3943,758.5,2764,504.9,2470
1309,2,4,3819,13680,3479,12420,2819,10080,2092,7451,1502,5247,948,3444,681.4,2846
1310,1,3,1415,7141,1290,6503,1043,5251,769,3828,533.6,2567,327.7,1537,247.7,1305
1310,1,4,1645,8914,1503,8161,1223,6674,913.7,4910,650.9,3274,440.4,1903,369.6,1459
1310,2,3,1975,8065,1814,7393,1498,6010,1096,4379,729.9,2904,388.1,1611,211.5,1191
1310,2,4,2308,9589,2123,8807,1757,7207,1288,5261,861.2,3487,475.7,1904,306.7,1319
1311,1,3,5208,12930,4697,11720,3709,9275,2713,6799,1939,4879,1093,3303,546.2,2828
1311,1,4,5941,16700,5371,15210,4268,12200,3124,9051,2213,6398,1232,4129,606.4,3285
1311,2,3,5091,14460,4594,13100,3642,10480,2661,7592,1886,5374,1055,3486,542.2,2762
1311,2,4,5814,19240,5261,17480,4190,14110,3066,10290,2154,7232,1189,4479,616.1,3200
1312,1,3,3310,10230,3026,9207,2468,7308,1820,5261,1241,3679,715.4,2421,447.6,2188
1312,1,4,3900,13040,3571,11830,2927,9592,2172,7010,1498,4868,926,3031,664,2464
1312,2,3,2620,10920,2393,9971,1953,7989,1429,5810,973.2,3882,552.3,2288,349.4,1855
1312,2,4,3090,13360,2830,12260,2323,9930,1710,7280,1177,4860,708.1,2792,507.7,2100
1313,1,3,3227,11230,2893,9966,2266,7730,1653,5630,1238,4300,805.9,3272,569.1,3065
1313,1,4,3831,14070,3457,12710,2743,10160,2018,7507,1499,5517,993.9,3874,743.6,3446
1313,2,3,2458,10260,2207,9196,1726,7208,1281,5305,997.6,3904,716,2892,549.1,2795
1313,2,4,2929,13500,2656,12310,2119,9976,1620,7507,1288,5344,974.3,3562,777,3175
1314,1,3,3079,9301,2845,8505,2345,6878,1722,4992,1126,3335,557.5,1864,217.3,1430
1314,1,4,3609,10850,3337,9941,2754,8071,2025,5879,1324,3927,660.5,2160,290.6,1603
1314,2,3,1560,9319,1434,8518,1174,6971,860,5093,570.3,3363,294.9,1830,149.3,1234
1314,2,4,1813,10990,1669,10060,1370,8267,1005,6063,666.7,3992,352.5,2144,201.1,1380
1315,1,3,4821,11440,4330,10310,3388,8180,2461,5981,1790,4353,1031,3028,535.8,2613
1315,1,4,5749,14400,5193,13050,4097,10490,2985,7735,2135,5532,1199,3698,603.3,3017
1315,2,3,5343,12540,4832,11330,3877,9014,2835,6546,1989,4728,1085,3124,518.5,2578
1315,2,4,6299,16190,5710,14720,4617,11810,3386,8637,2349,6147,1260,3877,588.2,2972
1316,1,3,2259,10500,2008,9386,1539,7342,1146,5337,926.8,3944,678.2,2805,536.7,2626
1316,1,4,2614,13810,2351,12540,1856,10170,1421,7547,1152,5413,882.7,3483,743.3,2920
1316,2,3,3132,10340,2862,9375,2327,7438,1706,5378,1176,3806,670.7,2487,414.8,2222
1316,2,4,3575,13240,3269,12080,2669,9785,1967,7178,1370,5039,833.4,3079,592.1,2488
1317,1,3,4090,11510,3700,10390,2932,8309,2149,6126,1534,4474,881.5,3021,496.8,2504
1317,1,4,4710,14760,4267,13410,3389,10890,2490,8084,1778,5830,1033,3746,624,2872
1317,2,3,3329,10570,2992,9534,2368,7462,1746,5438,1282,3962,794.5,2793,539.1,2506
1317,2,4,3976,13580,3587,12410,2859,9939,2126,7336,1564,5209,990.5,3412,718.3,2828
1318,1,3,1742,8752,1592,7944,1304,6389,953.7,4584,644.2,3091,360.6,1809,234.7,1480
1318,1,4,2038,10310,1866,9381,1537,7600,1131,5468,769.4,3666,456.2,2105,338.9,1647
1318,2,3,2196,9747,2013,8916,1652,7246,1207,5243,799.9,3494,409.5,1921,198.3,1316
1318,2,4,2610,11430,2394,10480,1968,8555,1439,6200,952.9,4118,495.2,2242,280.9,1461
1319,1,3,4704,15030,4233,13510,3365,10730,2468,7749,1764,5477,1021,3552,570.9,2991
1319,1,4,5599,19720,5063,17810,4071,14250,2995,10350,2110,7173,1207,4388,675.8,3385
1319,2,3,4880,14820,4429,13340,3535,10660,2589,7783,1819,5554,1027,3600,558.3,2894
1319,2,4,5620,19060,5112,17240,4099,13950,3008,10240,2108,7227,1197,4502,680.2,3304
1320,1,3,2798,9538,2556,8660,2079,6996,1532,5061,1035,3476,569.6,2131,341.2,1846
1320,1,4,3262,11790,2982,10760,2436,8804,1803,6427,1228,4400,714.1,2603,492.4,2085
1320,2,3,2864,10150,2627,9275,2161,7501,1579,5475,1045,3715,551.9,2129,293,1596
1320,2,4,3331,12070,3059,11060,2523,9008,1848,6611,1231,4476,678.1,2532,420.2,1802
1321,1,3,2211,8209,1984,7303,1548,5601,1134,4000,855.5,2984,565.7,2271,412,2196
1321,1,4,2602,10530,2352,9480,1866,7485,1384,5415,1048,3874,721.8,2718,556.7,2484
1321,2,3,2171,7737,1971,6937,1580,5385,1159,3837,825.3,2785,515.5,2045,377.6,1955
1321,2,4,2543,10190,2319,9232,1880,7359,1398,5316,1014,3773,697.7,2548,570.6,2220
1322,1,3,2034,8499,1873,7802,1546,6349,1130,4576,743,2989,375.5,1538,173.8,1003
1322,1,4,2425,10020,2235,9213,1848,7537,1351,5443,887.1,3555,454.2,1817,252.5,1126
1322,2,3,2178,8960,2005,8214,1656,6720,1211,4888,789.9,3178,388.3,1607,143,908.8
1322,2,4,2564,10600,2361,9725,1951,7994,1427,5826,929.4,3775,457.3,1896,191.6,1007
1323,1,3,6397,12750,5761,11590,4573,9266,3345,6816,2391,4979,1365,3467,713.7,3026
1323,1,4,7407,15940,6692,14570,5354,11800,3925,8741,2773,6302,1558,4168,795.7,3400
1323,2,3,4813,11300,4344,10230,3429,8240,2503,6089,1792,4476,1030,3090,572,2624
1323,2,4,5576,14050,5052,12770,4020,10400,2944,7741,2081,5641,1178,3726,645.2,2952
1324,1,3,2291,9255,2058,8273,1632,6497,1191,4720,873.2,3333,562.3,2301,417.3,2238
1324,1,4,2675,12460,2416,11300,1936,9167,1424,6778,1057,4682,735.2,2840,608.6,2505
1324,2,3,2604,9339,2362,8475,1909,6819,1397,4966,957.7,3428,535.7,2187,318.9,1930
1324,2,4,3043,11660,2764,10640,2245,8720,1649,6437,1134,4408,666,2683,457.4,2168
1325,1,3,3758,12810,3396,11560,2690,9230,1960,6768,1389,4692,798.2,2956,477.1,2395
1325,1,4,4412,16760,4001,15190,3193,12230,2330,9002,1630,6166,933,3690,598.3,2771
1325,2,3,4689,11930,4271,10780,3452,8608,2524,6272,1736,4523,963.6,2985,513.1,2521
1325,2,4,5540,15220,5056,13840,4105,11190,3009,8212,2058,5821,1139,3634,624.6,2885
1326,1,3,1739,8547,1585,7730,1278,6127,926.4,4394,648.2,2987,394.5,1821,284.9,1606
1326,1,4,2021,10350,1847,9407,1504,7537,1103,5445,780.1,3681,504.7,2142,399.6,1775
1326,2,3,2235,9009,2050,8218,1682,6596,1232,4771,829.3,3182,445.6,1795,239.5,1409
1326,2,4,2617,10660,2402,9740,1977,7854,1452,5705,982.3,3787,544.1,2089,335.9,1561
1327,1,3,4809,13900,4338,12540,3410,9873,2491,7098,1798,4950,1022,3168,546.6,2772
1327,1,4,5658,18350,5127,16630,4064,13230,2979,9543,2127,6503,1194,3889,635,3214
1327,2,3,5208,14120,4718,12740,3766,10090,2764,7262,1937,5037,1066,3192,523.5,2674
1327,2,4,6237,18690,5664,16930,4557,13540,3356,9785,2326,6666,1258,4003,608.8,3111
1328,1,3,2420,9011,2213,8132,1798,6384,1322,4553,897.6,3155,512.7,2152,330.4,2130
1328,1,4,2898,11200,2658,10210,2174,8206,1605,5957,1094,4074,650.1,2578,469.3,2399
1328,2,3,3156,10050,2901,9161,2384,7370,1750,5369,1161,3599,611.8,2155,303.2,1805
1328,2,4,3699,12140,3405,11110,2807,9054,2067,6656,1373,4442,739.1,2569,415.7,2013
1329,1,3,2699,8965,2440,8068,1948,6405,1444,4657,1049,3394,661.8,2350,472.9,2116
1329,1,4,3168,11980,2884,10920,2331,8870,1753,6520,1290,4644,862.8,2961,668,2415
1329,2,3,2178,8689,1971,7871,1588,6288,1183,4640,855.9,3343,567,2249,439.5,1979
1329,2,4,2631,11700,2392,10750,1948,8831,1475,6612,1097,4702,792.4,2935,669.2,2305
1330,1,3,2296,13210,2105,12130,1729,9989,1266,7344,840.9,4814,436.8,2503,218.9,1446
1330,1,4,2724,15690,2501,14430,2057,11910,1509,8786,1005,5748,535.9,2958,314.9,1620
1330,2,3,2095,12820,1928,11820,1589,9758,1161,7192,765.1,4728,387.5,2446,175.5,1274
1330,2,4,2446,15320,2253,14140,1858,11730,1359,8665,895.7,5691,461.6,2923,245.8,1424
1331,1,3,7868,16400,7114,14800,5650,11820,4124,8694,2939,6327,1632,4275,781.2,3594
1331,1,4,9197,20880,8344,18940,6663,15340,4868,11420,3440,8223,1878,5376,868.3,4241
1331,2,3,6772,15590,6130,14050,4856,11190,3557,8225,2540,5932,1424,4028,699.7,3328
1331,2,4,7902,20060,7168,18180,5711,14650,4191,10870,2966,7771,1637,5115,779.9,3945
1332,1,3,3693,11810,3350,10580,2703,8335,1989,6067,1399,4432,847.6,3026,576.3,2726
1332,1,4,4377,15370,3982,13960,3237,11270,2401,8327,1701,5946,1085,3715,804.2,3089
1332,2,3,3611,11510,3287,10360,2676,8215,1968,5941,1361,4188,809.1,2758,538.3,2367
1332,2,4,4147,15120,3783,13730,3097,11080,2305,8062,1627,5528,1044,3396,798.8,2700
1333,1,3,3926,11420,3546,10260,2787,8133,2027,5892,1483,4333,886.3,2942,526.7,2542
1333,1,4,4545,14650,4119,13300,3264,10730,2380,7842,1729,5649,1036,3576,638.7,2867
1333,2,3,3522,10560,3174,9469,2511,7393,1854,5406,1360,4069,854.8,2954,574.7,2641
1333,2,4,4231,13480,3830,12250,3060,9800,2277,7246,1658,5303,1053,3564,739.9,2967
1334,1,3,1783,6841,1637,6237,1344,5028,985.1,3650,650.1,2428,330.9,1384,152.7,1091
1334,1,4,2068,7999,1899,7308,1561,5927,1144,4307,755.5,2852,390.9,1604,211.5,1213
1334,2,3,2070,6865,1903,6284,1572,5119,1153,3710,755,2458,374.6,1347,139,963
1334,2,4,2386,8160,2194,7478,1815,6123,1332,4433,872.4,2923,435.5,1573,183.1,1056
1335,1,3,4685,14990,4215,13520,3309,10860,2403,7836,1746,5554,1020,3568,578.3,2938
1335,1,4,5487,19810,4958,17940,3925,14550,2857,10550,2046,7379,1175,4464,691.6,3337
1335,2,3,6337,16080,5764,14580,4634,11590,3387,8411,2355,5950,1293,3815,636.5,2986
1335,2,4,7200,20580,6556,18770,5281,15070,3862,11000,2683,7678,1485,4742,771.2,3415
1336,1,3,2786,9426,2545,8544,2069,6776,1507,4796,1015,3268,553,2052,300.3,1855
1336,1,4,3200,11250,2928,10240,2386,8197,1742,5849,1177,3977,658.9,2438,398.7,2073
1336,2,3,2476,10280,2276,9363,1861,7533,1357,5409,906.6,3581,482.6,2060,252.9,1637
1336,2,4,2940,12170,2706,11110,2222,8987,1627,6473,1084,4268,583.8,2429,339.2,1827
1337,1,3,3072,10040,2776,9039,2214,7210,1624,5314,1168,3878,701.6,2667,445.3,2295
1337,1,4,3571,12730,3239,11570,2607,9385,1922,6984,1372,4988,832.8,3232,565.9,2616
1337,2,3,1976,8523,1755,7614,1352,5917,1001,4296,803.5,3253,580.2,2422,448,2269
