Run,Turbine,Seed,meanU,Ti,alpha,HFlowAng,distBetweenWTG
1552,2,1,8.6153879,16.7639561,0.2,-0.815,11
1553,1,1,11.6930685,15.2340002,0.204,-0.723,11
1553,2,1,10.6003885,16.2584438,0.204,-0.723,11
1554,1,1,5.8898406,23.1380005,0.076,-1.777,11
1554,2,1,5.5119724,21.527647,0.076,-1.777,11
1555,1,1,13.642437,16.8500004,0.145,-1.365,11
1555,2,1,12.8971748,16.6982174,0.145,-1.365,11
1556,1,1,7.3931117,20.2469997,-0.004,3.06,11
1556,2,1,6.837594,19.6721058,-0.004,3.06,11
1557,1,1,11.6092606,14.8549995,0.094,-2.367,11
1557,2,1,10.506464,15.8849316,0.094,-2.367,11
1558,1,1,4.6465173,22.4699993,-0.067,-3.653,11
1558,2,1,4.350738,21.022438,-0.067,-3.653,11
1559,1,1,21.8857365,12.7980003,0.189,0.436,11
1559,2,1,21.5498352,13.4189463,0.189,0.436,11
1560,1,1,8.9035883,20.9500008,0.142,-0.602,11
1560,2,1,8.2438698,20.1870098,0.142,-0.602,11
1561,1,1,12.5437946,15.6809998,0.177,-0.88,11
1561,2,1,11.5172148,16.2235317,0.177,-0.88,11
1562,1,1,6.7051697,27.8339996,0.033,0.342,11
1562,2,1,6.3995261,28.7139816,0.033,0.342,11
1563,1,1,15.4847031,16.2140007,0.148,0.093,11
1563,2,1,14.9436893,15.8876972,0.148,0.093,11
1564,1,1,8.3501768,17.8439999,0.063,-1.419,11
1564,2,1,7.5313358,18.0985012,0.063,-1.419,11
1565,1,1,10.8029423,19.3700008,0.054,0.132,11
1565,2,1,9.8873329,19.2846107,0.054,0.132,11
1566,1,1,5.2888832,23.6639996,-0.109,-5.88,11
1566,2,1,5.0321903,21.6310043,-0.109,-5.88,11
1567,1,1,16.2891407,13.7950001,0.076,-0.961,11
1567,2,1,15.6619768,14.2767401,0.076,-0.961,11
1568,1,1,9.3966932,21.3129997,0.227,-1.251,11
1568,2,1,8.7443352,20.5608959,0.227,-1.251,11
1569,1,1,12.2447977,16.3530006,0.054,-0.615,11
1569,2,1,11.2764683,16.7032642,0.054,-0.615,11
1570,1,1,6.049386,23.4659996,0.23,0.508,11
1570,2,1,5.6390119,21.9315834,0.23,0.508,11
1571,1,1,14.273469,15.6409998,0.133,-0.339,11
1571,2,1,13.4460382,15.8083076,0.133,-0.339,11
1572,1,1,7.7391224,17.9510002,-0.148,-0.242,11
1572,2,1,7.0652561,17.8637047,-0.148,-0.242,11
1573,1,1,11.1496296,16.3759995,0.039,0.88,11
1573,2,1,10.0802889,17.018919,0.039,0.88,11
1574,1,1,4.2585478,25.4820004,0.176,-4.485,11
1574,2,1,4.0336905,23.1543083,0.176,-4.485,11
1575,1,1,18.9354248,14.6379995,0.092,0.938,11
1575,2,1,18.5418587,14.5652933,0.092,0.938,11
1576,1,1,9.2930126,13.7799997,0.293,-2.598,11
1576,2,1,8.2662106,15.425807,0.293,-2.598,11
1577,1,1,13.1197805,14.8970003,0.224,-2.57,11
1577,2,1,12.2535524,15.4975243,0.224,-2.57,11
1578,1,1,6.7337589,24.2619991,0.296,-2.334,11
1578,2,1,6.314786,22.4726906,0.296,-2.334,11
1579,1,1,15.0763435,13.618,0.162,-1.187,11
1579,2,1,14.2791653,14.4545612,0.162,-1.187,11
1580,1,1,8.2365818,19.6730003,0.173,0.009,11
1580,2,1,7.525598,19.5127907,0.173,0.009,11
1581,1,1,10.2264137,16.6730003,0.07,-3.244,11
1581,2,1,9.3312798,17.1048145,0.07,-3.244,11
1582,1,1,5.4881358,19.7730007,0.288,-1.111,11
1582,2,1,5.0231667,19.6950626,0.288,-1.111,11
1583,1,1,17.9564228,14.6230001,0.062,-0.391,11
1583,2,1,17.5146389,14.5945883,0.062,-0.391,11
1584,1,1,9.9344578,18.8649998,0.109,-1.116,11
1584,2,1,9.0504522,19.0524712,0.109,-1.116,11
1585,1,1,12.0915136,16.9389992,0.017,-0.024,11
1585,2,1,11.0713968,17.200201,0.017,-0.024,11
1586,1,1,5.9550161,24.0650005,-0.153,-3.05,11
1586,2,1,5.6522155,21.911356,-0.153,-3.05,11
1587,1,1,14.016366,17.809,0.16,0.415,11
1587,2,1,13.3340082,17.2458096,0.16,0.415,11
1588,1,1,7.4091148,23.0230007,0.045,-3.479,11
1588,2,1,6.9706764,21.4657288,0.045,-3.479,11
1589,1,1,11.2735538,18.3120003,0.117,-2.935,11
1589,2,1,10.526659,17.9035778,0.117,-2.935,11
1590,1,1,4.911643,29.3260002,-0.36,-0.064,11
1590,2,1,4.7227607,29.1105614,-0.36,-0.064,11
1591,1,1,20.7315578,13.5509996,0.212,-0.167,11
1591,2,1,20.4007263,13.8483868,0.212,-0.167,11
1592,1,1,8.5506058,15.4870005,0.324,-0.212,11
1592,2,1,7.6071577,16.5979939,0.324,-0.212,11
1593,1,1,12.9244757,16.8290005,0.163,-1.225,11
1593,2,1,12.0060139,16.9784546,0.163,-1.225,11
1594,1,1,6.8126512,17.0060005,-0.01,1.808,11
1594,2,1,6.1503906,17.529211,-0.01,1.808,11
1595,1,1,16.4558334,18.3220005,0.045,-1.192,11
1595,2,1,16.0704365,16.9758453,0.045,-1.192,11
1596,1,1,8.5758314,19.1049995,0.104,-1.291,11
1596,2,1,7.7928796,19.3362656,0.104,-1.291,11
1597,1,1,10.388031,16.5799999,0.291,0.962,11
1597,2,1,9.3412857,17.3349838,0.291,0.962,11
1598,1,1,4.9046159,25.9899998,-0.197,-0.177,11
1598,2,1,4.628252,28.1084385,-0.197,-0.177,11
1599,1,1,17.0607166,15.8839998,0.096,1.315,11
1599,2,1,16.6530857,15.5008106,0.096,1.315,11
1600,1,1,9.4452543,17.2740002,0.025,-1.128,11
1600,2,1,8.5447626,17.6517715,0.025,-1.128,11
1601,1,1,12.4633436,16.8939991,0.061,1.523,11
1601,2,1,11.5772734,16.9052467,0.061,1.523,11
1602,1,1,6.3625884,20.802,-0.044,1.679,11
1602,2,1,5.8636975,20.1721249,-0.044,1.679,11
1603,1,1,14.7149134,15.2580004,0.137,-0.781,11
1603,2,1,14.0262976,15.2612801,0.137,-0.781,11
1604,1,1,7.7469745,16.8700008,0.185,0.074,11
1604,2,1,7.0094042,17.4545841,0.185,0.074,11
1605,1,1,11.0758181,18.2970009,0.074,-0.755,11
1605,2,1,10.1152925,18.3373795,0.074,-0.755,11
1606,1,1,4.1138358,18.9230003,0.616,2.783,11
1606,2,1,3.8033018,18.7645607,0.616,2.783,11
1607,1,1,19.5926476,17.3649998,0.169,0.091,11
1607,2,1,19.3272972,16.2816677,0.169,0.091,11
1608,1,1,8.9873962,18.1149998,0.124,-3.277,11
1608,2,1,8.2296076,18.1619282,0.124,-3.277,11
1609,1,1,13.3364124,15.3970003,0.235,0.923,11
1609,2,1,12.3864079,15.8394556,0.235,0.923,11
1610,1,1,6.9810371,27.1779995,0.219,-2.095,11
1610,2,1,6.6628165,28.6431713,0.219,-2.095,11
1611,1,1,15.0397902,15.5539999,0.041,0.956,11
1611,2,1,14.3639421,15.4792805,0.041,0.956,11
1612,1,1,7.9979167,19.6429996,0.142,1.888,11
1612,2,1,7.3359866,19.4893284,0.142,1.888,11
1613,1,1,10.3570766,16.0890007,0.251,-1.156,11
1613,2,1,9.325263,16.9824219,0.251,-1.156,11
1614,1,1,5.6153722,25.8470001,-0.186,-1.028,11
1614,2,1,5.3887329,27.2117081,-0.186,-1.028,11
1615,1,1,18.365057,14.9359999,0.203,0.201,11
1615,2,1,17.9718094,14.8238039,0.203,0.201,11
1616,1,1,9.876483,19.5860004,0.046,-0.513,11
1616,2,1,9.1070251,19.3049335,0.046,-0.513,11
1617,1,1,11.727931,21.8330002,0.146,-0.132,11
1617,2,1,11.0105867,20.4897652,0.146,-0.132,11
1618,1,1,5.7474904,24.0429993,0.04,-1.516,11
1618,2,1,5.3956585,22.1626358,0.04,-1.516,11
1619,1,1,13.5251741,15.6400003,0.217,-1.12,11
1619,2,1,12.6039896,15.976613,0.217,-1.12,11
1620,1,1,7.1887493,22.1030006,0.086,-1.508,11
1620,2,1,6.6893463,21.0182476,0.086,-1.508,11
1621,1,1,11.5661745,17.2199993,0.093,-0.169,11
1621,2,1,10.5433054,17.5169563,0.093,-0.169,11
1622,1,1,5.5062985,20.3139992,0.162,-3.751,11
1622,2,1,5.1025372,19.7277393,0.162,-3.751,11
1623,1,1,23.2100525,14.8389997,0.229,-0.608,11
1623,2,1,22.9700642,14.5752554,0.229,-0.608,11
1624,1,1,8.6662416,15.5089998,0.193,1.973,11
1624,2,1,7.8078609,16.575634,0.193,1.973,11
1625,1,1,12.7246065,14.1599998,0.125,-1.11,11
1625,2,1,11.6316357,15.2634344,0.125,-1.11,11
1626,1,1,6.6437683,26.2169991,-0.061,0.433,11
1626,2,1,6.286624,27.9461861,-0.061,0.433,11
1627,1,1,15.9004345,16.4290009,0.187,0.674,11
1627,2,1,15.3564281,15.971858,0.187,0.674,11
1628,1,1,8.2531195,19.5030003,0.116,-1.708,11
1628,2,1,7.5834637,19.3035221,0.116,-1.708,11
1629,1,1,10.7001143,14.7309999,0.128,-1.631,11
1629,2,1,9.5490513,16.0570679,0.128,-1.631,11
1630,1,1,5.2463508,16.9319992,-0.14,-1.081,11
1630,2,1,4.7272429,17.3918991,-0.14,-1.081,11
1631,1,1,16.6976147,14.6610003,0.154,-0.273,11
1631,2,1,16.1594372,14.7195311,0.154,-0.273,11
1632,1,1,9.5400772,14.3520002,0.131,-2.682,11
1632,2,1,8.5356874,15.7790737,0.131,-2.682,11
1633,1,1,12.3402853,15.448,0.107,-0.456,11
1633,2,1,11.3076344,16.1248913,0.107,-0.456,11
1634,1,1,6.0207047,25.0720005,0.165,-2.032,11
1634,2,1,5.7000446,22.8162632,0.165,-2.032,11
1635,1,1,14.5646629,17.4689999,0.097,-0.256,11
1635,2,1,13.9465504,16.7601452,0.097,-0.256,11
1636,1,1,7.7930379,20.4150009,-0.11,0.325,11
1636,2,1,7.1916738,19.862606,-0.11,0.325,11
1637,1,1,10.8706884,17.4529991,0.05,-2.05,11
1637,2,1,9.8769436,17.7769756,0.05,-2.05,11
1638,1,1,4.3448038,23.7679996,0.126,-0.978,11
1638,2,1,4.0766215,21.8636284,0.126,-0.978,11
1639,1,1,18.4257622,14.3950005,0.156,0.789,11
1639,2,1,18.0034332,14.5096302,0.156,0.789,11
1640,1,1,9.1665602,21.8299999,0.098,-3.85,11
1640,2,1,8.5860472,20.5742035,0.098,-3.85,11
1641,1,1,13.3613272,19.9529991,0.08,1.142,11
1641,2,1,12.7472391,18.8127995,0.08,1.142,11
1642,1,1,6.9138827,23.0760002,0.101,-4.437,11
1642,2,1,6.5118818,21.4515858,0.101,-4.437,11
1643,1,1,15.2298727,11.7290001,0.32,1.632,11
1643,2,1,14.4162731,10.8398581,0.32,1.632,11
1644,1,1,8.0237179,18.7549992,0.232,-1.109,11
1644,2,1,7.2636447,18.8694134,0.232,-1.109,11
1645,1,1,10.0670795,22.8059998,0.147,1.816,11
1645,2,1,9.4633484,21.2580109,0.147,1.816,11
1646,1,1,5.6413007,20.9120007,0.069,-3.868,11
1646,2,1,5.2659526,19.9490242,0.069,-3.868,11
1647,1,1,17.6037865,15.1169996,0.245,-0.655,11
1647,2,1,17.1836052,14.9423485,0.245,-0.655,11
1648,1,1,9.8742933,16.4880009,-0.036,-3.638,11
1648,2,1,9.0378675,16.992979,-0.036,-3.638,11
1649,1,1,11.8815098,16.7409992,0.098,-0.121,11
1649,2,1,10.854928,17.1841221,0.098,-0.121,11
1650,1,1,6.0050058,21.8829994,0.156,-5.678,11
1650,2,1,5.6546655,20.544529,0.156,-5.678,11
1651,1,1,13.8508091,15.3950005,0.232,-0.813,11
1651,2,1,13.0619364,15.609827,0.232,-0.813,11
1652,1,1,7.4022408,22.0340004,0.03,-3.889,11
1652,2,1,6.9397044,20.7860489,0.03,-3.889,11
1653,1,1,11.4534111,14.7209997,0.21,-1.438,11
1653,2,1,10.2972755,15.8728981,0.21,-1.438,11
1654,1,1,5.0067968,26.4029999,-0.163,-1.117,11
1654,2,1,4.7630639,27.6552525,-0.163,-1.117,11
1655,1,1,21.6324425,13.9169998,0.236,0.439,11
1655,2,1,21.3391857,14.0146523,0.236,0.439,11
1656,1,1,8.8495665,21.0639992,0.058,-4.464,11
1656,2,1,8.3166485,19.9392452,0.058,-4.464,11
1657,1,1,12.8448067,16.3320007,0.148,-1.589,11
1657,2,1,11.9187784,16.5829144,0.148,-1.589,11
1658,1,1,6.6286302,23.3530006,0.167,3.693,11
1658,2,1,6.2615948,21.6526375,0.167,3.693,11
1659,1,1,15.9446964,14.8310003,0.096,1.844,11
1659,2,1,15.3301497,15.0328503,0.096,1.844,11
1660,1,1,8.424571,17.0499992,0.187,2.398,11
1660,2,1,7.6307406,17.5290451,0.187,2.398,11
1661,1,1,10.4766788,16.3850002,0.064,-3.177,11
1661,2,1,9.5870295,16.876545,0.064,-3.177,11
1662,1,1,4.9933567,24.7439995,-0.119,1.533,11
1662,2,1,4.7058244,22.6416264,-0.119,1.533,11
1663,1,1,17.3285027,16.5970001,0.129,-0.104,11
1663,2,1,16.9193249,15.9804697,0.129,-0.104,11
1664,1,1,9.6601171,19.1340008,-0.039,0.444,11
1664,2,1,8.9164619,18.8449554,-0.039,0.444,11
1665,1,1,12.5477257,19.2770004,0.168,0.257,11
1665,2,1,11.7462645,18.7778225,0.168,0.257,11
1666,1,1,6.1995897,23.2080002,0.21,-1.792,11
1666,2,1,5.7699342,21.8159256,0.21,-1.792,11
1667,1,1,14.6239882,16.3999996,0.22,0.606,11
1667,2,1,13.9453888,16.239748,0.22,0.606,11
1668,1,1,7.791749,22.9880009,-0.015,2.604,11
1668,2,1,7.2875967,21.487606,-0.015,2.604,11
1669,1,1,11.0833778,15.4820004,0.115,-1.85,11
1669,2,1,9.9407616,16.4774876,0.115,-1.85,11
1670,1,1,3.9715075,30.2779999,0.08,-3.767,11
1670,2,1,3.8154123,30.5098457,0.08,-3.767,11
1671,1,1,20.036335,14.3669996,0.189,-0.655,11
1671,2,1,19.69911,14.3910942,0.189,-0.655,11
1672,1,1,9.0655661,16.9360008,-0.185,-1.146,11
1672,2,1,8.2264242,17.29212,-0.185,-1.146,11
1673,1,1,13.618885,17.8859997,0.192,-0.372,11
1673,2,1,12.8794489,17.3089828,0.192,-0.372,11
1674,1,1,6.9731503,19.3869991,0.05,-0.717,11
1674,2,1,6.3246274,19.6661396,0.05,-0.717,11
1675,1,1,15.0907755,16.2970009,0.135,1.331,11
1675,2,1,14.4723635,16.0582199,0.135,1.331,11
1676,1,1,8.096199,24.8379993,0.006,-1.203,11
1676,2,1,7.6309457,27.2833786,0.006,-1.203,11
1677,1,1,10.3057022,17.6060009,0.222,-2.301,11
1677,2,1,9.4148979,17.7710438,0.222,-2.301,11
1678,1,1,5.3206415,16.1609993,0.294,-0.353,11
1678,2,1,4.7597857,17.0025291,0.294,-0.353,11
1679,1,1,18.0227261,15.9619999,0.148,-1.628,11
1679,2,1,17.6755733,15.5144863,0.148,-1.628,11
1680,1,1,9.5212002,18.2870007,0.154,-0.101,11
1680,2,1,8.5937214,18.5436382,0.154,-0.101,11
1681,1,1,11.9808445,19.2380009,0.008,-0.022,11
1681,2,1,11.1286144,18.9241352,0.008,-0.022,11
1682,1,1,5.7608838,26.9860001,0.149,0.91,11
1682,2,1,5.4767118,28.6164017,0.149,0.91,11
1683,1,1,13.6127529,17.1149998,0.169,-0.52,11
1683,2,1,12.8127537,16.9618168,0.169,-0.52,11
1684,1,1,7.2877655,16.8889999,0.069,2.455,11
1684,2,1,6.5688915,17.5137901,0.069,2.455,11
1685,1,1,11.5722084,16.9860001,0.129,-2.003,11
1685,2,1,10.5988846,17.2247486,0.129,-2.003,11
1686,1,1,4.6179943,19.0860004,0.033,1.39,11
1686,2,1,4.2253137,19.183567,0.033,1.39,11
1687,1,1,22.5885506,13.9119997,0.178,-0.904,11
1687,2,1,22.3268318,13.9974117,0.178,-0.904,11
1688,1,1,8.7116308,19.3369999,0.395,-3.652,11
1688,2,1,8.0285234,19.2453194,0.395,-3.652,11
1689,1,1,12.6034336,18.2999992,0.2,-0.026,11
1689,2,1,11.7657671,17.8555222,0.2,-0.026,11
1690,1,1,6.6483092,18.8430004,0.259,-2.522,11
1690,2,1,6.0834999,18.9334202,0.259,-2.522,11
1691,1,1,15.6285124,17.7770004,0.157,0.282,11
1691,2,1,15.152626,16.8403893,0.157,0.282,11
1692,1,1,8.1168213,22.9080009,0.121,-0.421,11
1692,2,1,7.5273695,21.8539734,0.121,-0.421,11
1693,1,1,10.7677889,18.4890003,0.222,-0.101,11
1693,2,1,9.8072577,18.395916,0.222,-0.101,11
1694,1,1,5.1519718,22.0450001,0.272,3.567,11
1694,2,1,4.8103495,20.8465576,0.272,3.567,11
1695,1,1,16.4007111,16.3939991,0.21,-1.705,11
1695,2,1,15.9445362,15.9126978,0.21,-1.705,11
1696,1,1,9.6612597,20.1580009,0.11,-0.042,11
1696,2,1,8.8443089,19.7790203,0.11,-0.042,11
1697,1,1,12.0488253,18.2140007,0.333,-0.004,11
1697,2,1,11.1355343,17.9839191,0.333,-0.004,11
1698,1,1,6.1375904,23.8269997,-0.01,-4.155,11
1698,2,1,5.8019943,21.963768,-0.01,-4.155,11
1699,1,1,14.2856903,17.9860001,0.165,-0.261,11
1699,2,1,13.6595955,17.1991043,0.165,-0.261,11
1700,1,1,7.672493,17.3540001,-0.078,-2.451,11
1700,2,1,6.9715953,17.6343136,-0.078,-2.451,11
1701,1,1,10.9830227,19.3889999,0.106,-2.015,11
1701,2,1,10.1012421,19.2607803,0.106,-2.015,11
1702,1,1,4.3375797,26.1149998,0.322,-0.768,11
1702,2,1,4.0373445,28.7896233,0.322,-0.768,11
1703,1,1,19.2940979,15.8360004,0.229,-0.438,11
1703,2,1,18.9931927,15.2552547,0.229,-0.438,11
1704,1,1,9.1406832,15.7410002,0.175,0.695,11
1704,2,1,8.1713867,16.7872295,0.175,0.695,11
1705,1,1,13.3118544,16.1590004,0.178,0.67,11
1705,2,1,12.4058733,16.3837414,0.178,0.67,11
1706,1,1,6.7345881,22.0160007,0.29,1.586,11
1706,2,1,6.2443051,20.9744415,0.29,1.586,11
1707,1,1,15.1370592,16.7399998,0.26,0.233,11
1707,2,1,14.579504,16.3118324,0.26,0.233,11
1708,1,1,8.0887299,19.882,0.127,-2.966,11
1708,2,1,7.4742594,19.5747166,0.127,-2.966,11
1709,1,1,10.1431789,17.7970009,0.152,-0.867,11
1709,2,1,9.2336731,17.9878368,0.152,-0.867,11
1710,1,1,5.5143638,28.0170002,0.101,-0.195,11
1710,2,1,5.2599912,29.0755501,0.101,-0.195,11
1711,1,1,17.6335945,17.0189991,0.142,0.185,11
1711,2,1,17.273489,16.1510868,0.142,0.185,11
1712,1,1,9.8598509,18.625,0.016,-0.346,11
1712,2,1,8.9549475,18.5705872,0.016,-0.346,11
1713,1,1,11.8439274,17.368,0.195,-0.726,11
1713,2,1,10.8154955,17.6648121,0.195,-0.726,11
1714,1,1,5.7695532,21.4330006,0.183,-3.585,11
1714,2,1,5.3665967,20.5587959,0.183,-3.585,11
1715,1,1,13.9620066,15.7220001,0.192,-0.861,11
1715,2,1,13.1567984,15.8758192,0.192,-0.861,11
1716,1,1,7.3846951,15.7150002,0.1,-1.211,11
1716,2,1,6.6146426,16.6537781,0.1,-1.211,11
1717,1,1,11.2787552,17.1410007,0.094,1.099,11
1717,2,1,10.2760115,17.5237255,0.094,1.099,11
1718,1,1,4.7695117,19.0709991,0.257,2.186,11
1718,2,1,4.3535304,19.0877762,0.257,2.186,11
1719,1,1,20.7679291,14.9370003,0.075,1.207,11
1719,2,1,20.4796505,14.6594124,0.075,1.207,11
1720,1,1,8.6257753,20.6700001,0.245,1.903,11
1720,2,1,8.0525179,19.8706951,0.245,1.903,11
1721,1,1,13.105854,15.5129995,0.039,1.096,11
1721,2,1,12.1629639,15.917367,0.039,1.096,11
1722,1,1,6.6974916,22.9060001,-0.064,4.468,11
1722,2,1,6.3051043,21.3475094,-0.064,4.468,11
1723,1,1,16.439415,15.8529997,0.11,1.072,11
1723,2,1,15.9501801,15.5548019,0.11,1.072,11
1724,1,1,8.4065943,22.4899998,0.198,0.559,11
1724,2,1,7.8039031,21.3705616,0.198,0.559,11
1725,1,1,10.4441118,14.8000002,0.097,0.375,11
1725,2,1,9.2593746,16.1854687,0.097,0.375,11
1726,1,1,4.7612448,24.3570004,0.15,-2.375,11
1726,2,1,4.4965677,22.4861088,0.15,-2.375,11
1727,1,1,16.9093246,16.9060001,0.162,1.033,11
1727,2,1,16.4775009,16.1354103,0.162,1.033,11
1728,1,1,9.3108559,20.8689995,0.051,-2.508,11
1728,2,1,8.6826353,20.080349,0.051,-2.508,11
1729,1,1,12.6191511,16.9799995,0.087,-1.475,11
1729,2,1,11.7265625,16.9297409,0.087,-1.475,11
1730,1,1,6.4106545,22.7709999,0.072,-4.183,11
1730,2,1,6.0263762,21.2031517,0.072,-4.183,11
1731,1,1,14.5182438,14.7950001,0.158,-0.457,11
1731,2,1,13.735445,15.1983519,0.158,-0.457,11
1732,1,1,8.0211964,26.8770008,0.17,0.819,11
1732,2,1,7.6579595,28.0625534,0.17,0.819,11
1733,1,1,11.1726751,18.2450008,0.071,-1.978,11
1733,2,1,10.3179855,17.9304581,0.071,-1.978,11
1734,1,1,4.3659658,36.105999,-0.208,0.522,11
1734,2,1,4.2005405,33.822052,-0.208,0.522,11
1735,1,1,19.7140617,13.5319996,0.156,0.229,11
1735,2,1,19.3128872,13.9374046,0.156,0.229,11
1736,1,1,8.9458046,18.6630001,0.142,-1.101,11
1736,2,1,8.1302414,18.6331902,0.142,-1.101,11
1737,1,1,13.5041208,15.6800003,0.104,-0.311,11
1737,2,1,12.5977478,15.9484959,0.104,-0.311,11
1738,1,1,6.8914337,18.0869999,0.125,-3.023,11
1738,2,1,6.2900438,18.1132622,0.125,-3.023,11
1739,1,1,15.1453428,19.6870003,0.114,0.099,11
1739,2,1,14.7152157,18.3904667,0.114,0.099,11
1740,1,1,8.0999527,20.4699993,0.116,-1.834,11
1740,2,1,7.4518609,19.9996109,0.116,-1.834,11
1741,1,1,10.3025112,18.3010006,0.253,-1.458,11
1741,2,1,9.4188919,18.2633038,0.253,-1.458,11
1742,1,1,5.302361,25.1849995,0.084,-2.392,11
1742,2,1,5.002243,23.0495491,0.084,-2.392,11
1743,1,1,18.28545,13.8570004,0.169,0.44,11
1743,2,1,17.8019199,14.1283083,0.169,0.44,11
1744,1,1,9.900198,19.0090008,0.147,-2.744,11
1744,2,1,9.1165466,18.9730511,0.147,-2.744,11
1745,1,1,11.579772,17.1849995,0.16,-1.393,11
1745,2,1,10.5889111,17.5014706,0.16,-1.393,11
1746,1,1,5.864975,29.9950008,0.015,-0.148,11
1746,2,1,5.6402211,29.8752327,0.015,-0.148,11
1747,1,1,13.5153236,17.7339993,0.146,-1.575,11
1747,2,1,12.7366571,17.394722,0.146,-1.575,11
1748,1,1,7.301517,28.7140007,0.022,-1.89,11
1748,2,1,6.9950576,29.2770271,0.022,-1.89,11
1749,1,1,11.5246782,16.0720005,0.161,-2.754,11
1749,2,1,10.5176411,16.7997608,0.161,-2.754,11
1750,1,1,4.4697156,22.0739994,-0.099,-1.999,11
1750,2,1,4.1531296,20.9825878,-0.099,-1.999,11
1751,1,1,23.7975426,13.4429998,0.147,1.021,11
1751,2,1,23.5338383,13.7224054,0.147,1.021,11
1752,1,1,8.8748684,18.3540001,0.229,-2.777,11
1752,2,1,8.1389112,18.2255497,0.229,-2.777,11
1753,1,1,12.7239618,16.3110008,0.092,-1.361,11
1753,2,1,11.8147373,16.5549316,0.092,-1.361,11
1754,1,1,6.5500894,21.2889996,0.194,-2.057,11
1754,2,1,6.0691485,20.3268795,0.194,-2.057,11
1755,1,1,15.7101612,16.1709995,0.134,0.282,11
1755,2,1,15.1494713,15.8765764,0.134,0.282,11
1756,1,1,8.201396,22.0690002,-0.042,0.27,11
1756,2,1,7.6324835,20.9223824,-0.042,0.27,11
1757,1,1,10.6882925,15.8509998,0.193,0.551,11
1757,2,1,9.5685587,16.8950157,0.193,0.551,11
1758,1,1,5.0805306,19.6189995,0.144,-0.189,11
1758,2,1,4.6191545,19.6450558,0.144,-0.189,11
1759,1,1,16.7028961,14.1440001,0.227,1.108,11
1759,2,1,16.1430035,14.4386854,0.227,1.108,11
1760,1,1,9.5977402,17.2290001,0.062,-0.971,11
1760,2,1,8.6453781,17.7283173,0.062,-0.971,11
1761,1,1,12.3215618,21.0230007,0.13,-0.344,11
1761,2,1,11.5854025,19.973793,0.13,-0.344,11
1762,1,1,6.2564521,16.5550003,0.129,-3.739,11
1762,2,1,5.7687097,16.8640633,0.129,-3.739,11
1763,1,1,14.2481632,18.2989998,0.124,0.337,11
1763,2,1,13.5967655,17.5697823,0.124,0.337,11
1764,1,1,7.8564758,20.1760006,-0.2,1.1,11
1764,2,1,7.2170453,19.7118244,-0.2,1.1,11
1765,1,1,10.7600594,16.4209995,0.113,0.194,11
1765,2,1,9.6504307,17.2443943,0.113,0.194,11
1766,1,1,4.3525419,22.2709999,0.016,0.687,11
1766,2,1,4.0458221,21.0127678,0.016,0.687,11
1767,1,1,18.7890949,13.7950001,0.174,-1.391,11
1767,2,1,18.3867226,14.071434,0.174,-1.391,11
1768,1,1,9.1619453,17.4370003,0.169,-0.897,11
1768,2,1,8.2642345,17.8994122,0.169,-0.897,11
1769,1,1,13.0590906,16.5790005,0.192,-2.578,11
1769,2,1,12.1790037,16.7074089,0.192,-2.578,11
1770,1,1,6.9716916,17.2609997,0.002,2.303,11
1770,2,1,6.3223858,17.6165733,0.002,2.303,11
1771,1,1,15.3600483,16.2000008,0.135,0.151,11
1771,2,1,14.7887573,15.9430771,0.135,0.151,11
1772,1,1,8.1978512,22.6450005,-0.013,2.014,11
1772,2,1,7.6397595,21.3504467,-0.013,2.014,11
1773,1,1,10.1690359,20.6089993,-0.033,-0.128,11
1773,2,1,9.4347267,19.9448738,-0.033,-0.128,11
1774,1,1,5.6108608,24.2989998,0.347,1.505,11
1774,2,1,5.2765312,22.3133354,0.347,1.505,11
1775,1,1,17.3097706,13.9510002,0.174,-0.204,11
1775,2,1,16.748106,14.3242283,0.174,-0.204,11
1776,1,1,10.1184607,15.4910002,0.179,-1.004,11
1776,2,1,9.0293121,16.5233593,0.179,-1.004,11
1777,1,1,11.7770529,17.5790005,0.179,-0.369,11
1777,2,1,10.8122587,17.7224045,0.179,-0.369,11
1778,1,1,6.034483,20.5529995,0.012,3.585,11
1778,2,1,5.5808702,19.9852753,0.012,3.585,11
1779,1,1,13.7242851,15.1499996,0.224,0.335,11
1779,2,1,12.8102894,15.7635136,0.224,0.335,11
1780,1,1,7.410841,19.6889992,0.125,-1.823,11
1780,2,1,6.7811246,19.6279411,0.125,-1.823,11
1781,1,1,11.6001959,20.8239994,0.1,-0.148,11
1781,2,1,10.8730297,19.8379459,0.1,-0.148,11
1782,1,1,4.7467442,20.2989998,0.311,-0.887,11
1782,2,1,4.3613787,19.984787,0.311,-0.887,11
1783,1,1,20.9681549,14.9119997,0.221,0.349,11
1783,2,1,20.6900902,14.6948652,0.221,0.349,11
1784,1,1,8.5244131,18.0559998,0.23,-0.068,11
1784,2,1,7.7255096,18.3039742,0.23,-0.068,11
1785,1,1,12.9224806,16.0170002,0.105,-0.36,11
1785,2,1,11.993331,16.4195995,0.105,-0.36,11
1786,1,1,6.7334967,25.0310001,0.032,0.898,11
1786,2,1,6.3572683,27.3978558,0.032,0.898,11
1787,1,1,15.9526224,17.4810009,0.095,0.443,11
1787,2,1,15.4953489,16.6798897,0.095,0.443,11
